应付金额,实际金额,商品,支付时间,地点
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/26 17:42,D
4.5,4.5,250ml燕塘甜牛奶,2017/5/26 17:43,D
7.2,7.2,20g咪咪虾条马来西亚风味,2017/5/26 17:47,D
9.0,9.0,85g新麦潮北海道吐司,2017/5/26 17:49,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/26 18:26,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/26 19:34,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/26 20:24,D
2.0,2.0,鸭翅,2017/5/26 20:47,D
2.0,2.0,鸭翅,2017/5/26 20:48,D
5.0,5.0,110g顺宝九制话梅,2017/5/26 21:15,D
4.5,4.5,250ml燕塘红枣牛奶,2017/5/26 21:45,D
3.0,3.0,450ml美汁源果粒橙,2017/5/26 22:01,D
4.0,4.0,银鹭八宝粥,2017/5/26 22:01,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/26 22:21,D
3.0,3.0,雪碧（500ml）,2017/5/26 22:23,D
2.0,2.0,85g新麦潮北海道吐司,2017/5/26 23:05,D
0.6,0.6,10g卫龙亲嘴烧香辣味,2017/5/26 23:12,D
4.5,4.5,600ml脉动青柠,2017/5/26 23:50,D
3.0,3.0,250ml维他原味豆奶,2017/5/27 0:11,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/27 3:57,D
4.5,4.5,脉动,2017/5/27 4:32,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/27 5:44,D
3.5,3.5,500ml康师傅冰糖雪梨,2017/5/27 8:11,D
16.0,16.0,2g韩国海牌海苔,2017/5/27 8:12,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/27 9:43,D
1.5,1.5,45g双汇泡面拍挡,2017/5/27 9:53,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/27 10:45,D
4.5,4.5,600ml脉动青柠,2017/5/27 10:52,D
4.0,4.0,营养快线,2017/5/27 11:49,D
4.5,4.5,40g呀土豆番茄酱味,2017/5/27 12:21,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/27 12:57,D
4.5,4.5,78g卫龙亲语,2017/5/27 14:11,D
3.5,3.5,58g丽芝士纳宝帝奶酪威化饼干,2017/5/27 14:20,D
5.0,5.0,500ml统一阿萨姆奶茶,2017/5/27 14:36,D
4.0,4.0,450ml美汁源果粒橙,2017/5/27 15:31,D
3.0,3.0,可口可乐（500ml）,2017/5/27 15:31,D
4.5,4.5,40g乐事美国经典原味,2017/5/27 15:36,D
1.6,1.6,2g韩国海牌海苔,2017/5/27 15:44,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/27 16:45,D
8.0,8.0,160g盼盼手撕面包,2017/5/27 17:23,D
4.5,4.5,250ML东鹏特饮,2017/5/27 17:24,D
9.0,9.0,50g马赛克手撕鱿鱼条,2017/5/27 18:50,D
5.0,5.0,220g宝丰龙龟苓膏,2017/5/27 19:53,D
3.0,3.0,40g双汇玉米热狗肠,2017/5/27 20:02,D
0.8,0.8,20g咪咪虾条马来西亚风味,2017/5/27 20:09,D
10.0,10.0,225g味之不规则饼干芝士味,2017/5/27 20:19,D
4.5,4.5,180ml雀巢咖啡罐装,2017/5/28 0:33,D
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/28 7:26,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/28 8:05,D
13.0,13.0,250ml红牛,2017/5/28 8:34,D
10.0,10.0,85g统一老坛酸菜牛肉面,2017/5/28 10:00,D
5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/5/28 10:22,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/28 10:32,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/28 12:09,D
3.0,3.0,统一绿茶,2017/5/28 12:30,D
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/28 13:29,D
5.0,5.0,48g好丽友薯愿香烤原味,2017/5/28 15:14,D
3.0,3.0,250ml维他原味豆奶,2017/5/28 15:30,D
6.0,6.0,86g合味道浓猪骨味,2017/5/28 15:36,D
2.5,2.5,无穷农场盐_鸡蛋,2017/5/28 16:06,D
16.0,16.0,160g盼盼手撕面包,2017/5/28 16:11,D
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/28 16:20,D
3.0,3.0,85g新麦潮北海道吐司,2017/5/28 17:21,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/5/28 17:49,D
2.5,2.5,250ml维他椰子味豆奶7716,2017/5/28 17:59,D
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/28 18:07,D
4.0,4.0,55g奥利奥原味夹心饼干,2017/5/28 20:35,D
10.0,10.0,30g无穷农场盐_鸡蛋,2017/5/28 22:37,D
4.5,4.5,脉动,2017/5/28 23:08,D
4.5,4.5,40g乐事美国经典原味,2017/5/28 23:10,D
3.0,3.0,250ml维他原味豆奶,2017/5/29 0:05,D
4.5,4.5,250ML东鹏特饮,2017/5/29 2:02,D
5.5,5.5,85g统一老坛酸菜牛肉面,2017/5/29 4:19,D
3.0,3.0,250ml维他柠檬茶,2017/5/29 7:35,D
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/29 7:48,D
1.5,1.5,45g双汇泡面拍挡,2017/5/29 8:58,D
4.5,4.5,40g乐事薯片黄瓜味,2017/5/29 10:05,D
1.8,1.8,32g卫龙亲嘴烧,2017/5/29 10:07,D
1.6,1.6,2g韩国海牌海苔,2017/5/29 11:52,D
3.5,3.5,王老吉（罐）,2017/5/29 14:30,D
2.5,2.5,雪碧330ml,2017/5/29 14:36,D
0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017/5/29 16:34,D
4.5,4.5,12g劲仔小鱼麻辣味,2017/5/29 17:20,D
2.5,2.5,伊利优酸乳,2017/5/29 17:40,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/29 17:44,D
4.0,4.0,85g新麦潮北海道吐司,2017/5/29 17:46,D
3.0,3.0,可口可乐（500ml）,2017/5/29 18:09,D
3.0,3.0,250ml维他原味豆奶,2017/5/29 18:12,D
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/29 19:14,D
1.5,1.5,12g劲仔小鱼麻辣味,2017/5/29 19:28,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/29 19:37,D
4.5,4.5,52g旺旺仙贝,2017/5/29 20:07,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/29 20:39,D
1.5,1.5,40g双汇玉米热狗肠,2017/5/30 2:37,D
6.0,6.0,86g合味道海鲜风味,2017/5/30 6:19,D
8.0,8.0,160g盼盼手撕面包,2017/5/30 7:47,D
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/30 8:20,D
6.5,6.5,250ml红牛,2017/5/30 9:43,D
4.0,4.0,85g新麦潮北海道吐司,2017/5/30 9:48,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/30 9:54,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/30 13:35,D
13.5,13.5,500ml营养快线原味,2017/5/30 13:38,D
4.5,4.5,40g乐事美国经典原味,2017/5/30 13:48,D
4.0,4.0,营养快线,2017/5/30 14:12,D
1.6,1.6,20g咪咪虾条马来西亚风味,2017/5/30 15:30,D
25.0,25.0,100g*5瓶益力多,2017/5/30 16:27,D
3.0,3.0,40g双汇玉米热狗肠,2017/5/30 16:42,D
2.5,2.5,百事可乐330ml,2017/5/30 17:42,D
12.5,12.5,100g*5瓶益力多,2017/5/30 17:45,D
3.5,3.5,600ml可口可乐,2017/5/30 18:00,D
3.0,3.0,250ml维他柠檬茶,2017/5/30 18:04,D
3.0,3.0,40g双汇玉米热狗肠,2017/5/30 18:13,D
6.0,6.0,86g合味道海鲜风味,2017/5/30 18:20,D
4.5,4.5,52g旺旺仙贝,2017/5/30 19:44,D
1.5,1.5,45g双汇泡面拍挡,2017/5/30 22:07,D
3.0,3.0,可口可乐（500ml）,2017/5/30 22:14,D
1.5,1.5,香脆肠,2017/5/30 22:15,D
4.0,4.0,450ml美汁源果粒橙,2017/5/30 23:02,D
3.0,3.0,新麦潮北海道吐司,2017/6/1 0:20,D
6.0,6.0,40g双汇玉米热狗肠,2017/6/1 4:18,D
2.5,2.5,145ml旺仔牛奶盒装,2017/6/1 4:20,D
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/1 4:26,D
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/1 7:47,D
6.5,6.5,250ml红牛,2017/6/1 7:57,D
12.0,12.0,330ml伊利畅意乳酸菌原味,2017/6/1 8:37,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/1 9:11,D
3.0,3.0,维他奶,2017/6/1 9:12,D
6.5,6.5,250ml红牛,2017/6/1 9:19,D
3.5,3.5,东鹏特饮,2017/6/1 9:41,D
3.2,3.2,20g咪咪虾条马来西亚风味,2017/6/1 10:12,D
0.0,0.0,双汇玉米热狗肠,2017/6/1 10:56,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/1 10:58,D
8.0,8.0,150g健能酸奶原味,2017/6/1 11:50,D
3.0,3.0,维他奶,2017/6/1 12:06,D
4.5,4.5,40g乐事美国经典原味,2017/6/1 12:26,D
6.0,6.0,250ml维他原味豆奶,2017/6/1 12:38,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/1 12:39,D
6.0,6.0,86g合味道海鲜风味,2017/6/1 13:25,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/6/1 13:27,D
0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/1 15:01,D
10.0,10.0,和成天下（黄）,2017/6/1 15:23,D
4.5,4.5,52g旺旺仙贝,2017/6/1 15:52,D
4.5,4.5,250ml燕塘甜牛奶,2017/6/1 16:21,D
4.5,4.5,250ml燕塘红枣牛奶,2017/6/1 17:48,D
4.5,4.5,250ml燕塘甜牛奶,2017/6/1 18:10,D
4.0,4.0,脉动,2017/6/1 18:15,D
4.0,4.0,脉动,2017/6/1 18:17,D
2.5,2.5,雪碧最新款,2017/6/1 18:28,D
2.0,2.0,怡宝纯净水,2017/6/1 18:33,D
6.5,6.5,430g泰奇八宝粥,2017/6/1 18:36,D
1.5,1.5,劲仔小鱼（麻辣味）,2017/6/1 18:40,D
21.0,21.0,12g劲仔小鱼卤香味,2017/6/1 18:56,D
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/1 19:01,D
5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/6/1 19:14,D
2.0,2.0,85g新麦潮北海道吐司,2017/6/1 19:23,D
3.0,3.0,统一冰红茶,2017/6/1 19:43,D
3.5,3.5,王老吉（罐）,2017/6/1 19:44,D
3.0,3.0,统一冰红茶,2017/6/1 19:45,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/6/1 19:55,D
4.5,4.5,40g呀土豆番茄酱味,2017/6/1 20:12,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/6/1 20:25,D
2.0,2.0,怡宝纯净水,2017/6/1 20:25,D
2.0,2.0,怡宝纯净水,2017/6/1 20:53,D
2.5,2.5,无穷农场盐_鸡蛋,2017/6/1 21:00,D
3.0,3.0,统一绿茶,2017/6/1 21:05,D
2.0,2.0,鸭翅,2017/6/1 21:06,D
3.0,3.0,果粒橙,2017/6/1 21:09,D
4.5,4.5,40g上好佳日式鱼果,2017/6/1 21:14,D
3.5,3.5,王老吉（罐）,2017/6/1 21:33,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/6/1 21:41,D
3.5,3.5,冰糖雪梨,2017/6/1 21:52,D
4.5,4.5,78g卫龙亲语,2017/6/1 22:39,D
2.0,2.0,怡宝纯净水,2017/6/1 22:43,D
3.0,3.0,可口可乐（500ml）,2017/6/1 22:44,D
6.5,6.5,70g乐事薯片黄瓜味,2017/6/1 23:03,D
6.5,6.5,148g富甲一方紫薯仔,2017/6/1 23:22,D
6.0,6.0,86g合味道浓猪骨味,2017/6/2 0:23,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/6/2 2:19,D
2.0,2.0,怡宝纯净水,2017/6/2 4:03,D
2.5,2.5,145ml旺仔牛奶盒装,2017/6/2 5:25,D
2.0,2.0,双汇玉米热狗肠,2017/6/2 7:41,D
3.0,3.0,统一冰红茶,2017/6/2 7:59,D
2.0,2.0,怡宝纯净水,2017/6/2 8:43,D
3.0,3.0,统一冰红茶,2017/6/2 8:50,D
3.0,3.0,统一冰红茶,2017/6/2 8:52,D
4.0,4.0,阿萨姆奶茶,2017/6/2 8:53,D
3.0,3.0,统一冰红茶,2017/6/2 9:04,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/2 9:30,D
5.8,5.8,100g卫龙点心面黑椒牛排味,2017/6/2 10:36,D
5.0,5.0,48g好丽友薯愿香烤原味,2017/6/2 10:49,D
5.5,5.5,205g伊利安慕希原味,2017/6/2 10:50,D
1.0,1.0,康师傅矿泉水,2017/6/2 12:07,D
4.0,4.0,营养快线,2017/6/2 12:21,D
3.5,3.5,东鹏特饮,2017/6/2 12:28,D
0.6,0.6,10g卫龙亲嘴烧香辣味,2017/6/2 12:30,D
4.0,4.0,阿萨姆奶茶,2017/6/2 12:40,D
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/6/2 12:41,D
2.0,2.0,怡宝纯净水,2017/6/2 12:42,D
8.0,8.0,2g韩国海牌海苔,2017/6/2 13:08,D
4.5,4.5,阿萨姆奶茶,2017/6/2 13:28,D
4.5,4.5,52g旺旺仙贝,2017/6/2 13:52,D
4.5,4.5,250ml燕塘原味酸奶,2017/6/2 14:05,D
2.5,2.5,145ml旺仔牛奶盒装,2017/6/2 14:24,D
4.5,4.5,尖叫,2017/6/2 15:04,D
3.0,3.0,可口可乐最新款,2017/6/2 15:49,D
3.5,3.5,东鹏特饮,2017/6/2 16:50,D
2.5,2.5,145ml旺仔牛奶盒装,2017/6/2 18:39,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/6/2 19:39,D
6.0,6.0,250ml维他柠檬茶,2017/6/2 20:09,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/2 20:10,D
4.5,4.5,68g好丽友巧克力派2枚,2017/6/2 20:20,D
3.0,3.0,可口可乐最新款,2017/6/2 20:51,D
3.0,3.0,果粒橙,2017/6/2 21:38,D
4.5,4.5,65g卫龙亲嘴豆皮,2017/6/2 21:42,D
1.2,1.2,10g卫龙亲嘴烧香辣味,2017/6/2 22:11,D
3.0,3.0,统一冰红茶,2017/6/2 23:48,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/3 0:05,D
3.0,3.0,250ml维他柠檬茶,2017/6/3 1:05,D
4.5,4.5,阿萨姆奶茶,2017/6/3 1:07,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/3 2:08,D
4.0,4.0,阿萨姆奶茶,2017/6/3 2:32,D
0.0,0.0,50g马赛克手撕鱿鱼条,2017/6/3 3:09,D
1.2,1.2,10g卫龙亲嘴烧香辣味,2017/6/3 3:34,D
6.0,6.0,78g合味道杯面香菇炖鸡风味,2017/6/3 4:44,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/3 4:47,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/3 7:15,D
3.5,3.5,600ml可口可乐,2017/6/3 7:31,D
3.0,3.0,40g双汇玉米热狗肠,2017/6/3 7:55,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/3 7:58,D
1.0,1.0,香豆干,2017/6/3 9:17,D
4.0,4.0,85g新麦潮北海道吐司,2017/6/3 10:03,D
6.5,6.5,430g泰奇八宝粥,2017/6/3 10:26,D
2.5,2.5,伊利优酸乳,2017/6/3 11:12,D
5.5,5.5,205g伊利安慕希原味,2017/6/3 11:25,D
3.0,3.0,可口可乐最新款,2017/6/3 11:41,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/3 12:32,D
6.5,6.5,70g乐事薯片黄瓜味,2017/6/3 13:43,D
1.5,1.5,鸭翅,2017/6/3 14:20,D
3.5,3.5,600ml可口可乐,2017/6/3 14:45,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/3 14:58,D
2.5,2.5,伊利优酸乳,2017/6/3 15:24,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/3 15:56,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/3 16:03,D
3.5,3.5,东鹏特饮,2017/6/3 16:04,D
3.5,3.5,王老吉（罐）,2017/6/3 16:18,D
3.5,3.5,王老吉（罐）,2017/6/3 16:20,D
2.0,2.0,怡宝纯净水,2017/6/3 16:24,D
3.0,3.0,果粒橙,2017/6/3 16:25,D
5.0,5.0,500ml统一阿萨姆奶茶,2017/6/3 17:08,D
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/3 17:16,D
6.5,6.5,91g徐福记凤梨酥,2017/6/3 17:31,D
2.5,2.5,伊利优酸乳,2017/6/3 18:12,D
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/3 18:59,D
2.0,2.0,怡宝纯净水,2017/6/3 19:04,D
1.5,1.5,12g劲仔小鱼麻辣味,2017/6/3 19:58,D
6.0,6.0,86g合味道海鲜风味,2017/6/3 20:16,D
2.0,2.0,怡宝纯净水,2017/6/3 21:08,D
4.0,4.0,银鹭八宝粥,2017/6/3 21:18,D
6.0,6.0,红牛,2017/6/3 21:37,D
1.0,1.0,香豆干,2017/6/3 21:38,D
6.0,6.0,86g合味道浓猪骨味,2017/6/3 21:52,D
4.5,4.5,250ml燕塘甜牛奶,2017/6/4 1:55,D
8.5,8.5,225g味之不规则饼干芝士味,2017/6/4 2:20,D
4.0,4.0,阿萨姆奶茶,2017/6/4 8:02,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/6/4 8:33,D
3.5,3.5,东鹏特饮,2017/6/4 8:51,D
19.5,19.5,430g泰奇八宝粥,2017/6/4 9:37,D
3.0,3.0,40g双汇玉米热狗肠,2017/6/4 10:04,D
1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/4 10:35,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/4 11:56,D
4.5,4.5,52g旺旺仙贝,2017/6/4 13:01,D
4.0,4.0,150g健能酸奶原味,2017/6/4 15:01,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/4 15:35,D
4.5,4.5,250ml燕塘红枣牛奶,2017/6/4 16:17,D
6.0,6.0,红牛,2017/6/4 16:17,D
3.0,3.0,统一冰红茶,2017/6/4 16:20,D
1.0,1.0,鸭翅,2017/6/4 16:35,D
2.0,2.0,怡宝纯净水,2017/6/4 16:36,D
54.0,54.0,260g马来西亚进口茱蒂丝口口香饼干,2017/6/4 16:46,D
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/6/4 16:57,D
4.0,4.0,营养快线,2017/6/4 16:57,D
4.0,4.0,好吃点,2017/6/4 17:06,D
4.0,4.0,阿萨姆奶茶,2017/6/4 17:22,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/4 17:26,D
3.0,3.0,250ml维他原味豆奶,2017/6/4 17:37,D
1.5,1.5,12g劲仔小鱼麻辣味,2017/6/4 17:47,D
4.8,4.8,20g咪咪虾条马来西亚风味,2017/6/4 17:48,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/4 17:50,D
6.0,6.0,78g合味道杯面香菇炖鸡风味,2017/6/4 17:53,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/4 18:04,D
4.0,4.0,阿萨姆奶茶,2017/6/4 18:33,D
9.0,9.0,80g香飘飘椰果奶茶麦香味,2017/6/4 18:54,D
4.5,4.5,52g旺旺仙贝,2017/6/4 18:55,D
4.0,4.0,营养快线,2017/6/4 19:07,D
3.0,3.0,卫龙大面筋,2017/6/4 19:33,D
3.0,3.0,果粒橙,2017/6/4 19:35,D
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/6/4 19:40,D
1.5,1.5,鸭翅,2017/6/4 20:08,D
4.0,4.0,营养快线,2017/6/4 20:12,D
6.0,6.0,86g合味道海鲜风味,2017/6/4 20:37,D
2.0,2.0,怡宝纯净水,2017/6/4 20:49,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/4 21:31,D
13.0,13.0,430g泰奇八宝粥,2017/6/4 21:53,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/6/4 22:10,D
3.0,3.0,250ml维他原味豆奶,2017/6/4 23:05,D
3.0,3.0,百事可乐330ml,2017/6/4 23:18,D
3.0,3.0,百事可乐330ml,2017/6/4 23:33,D
2.0,2.0,怡宝纯净水,2017/6/4 23:36,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/4 23:38,D
3.5,3.5,600ml可口可乐,2017/6/4 23:40,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/6/4 23:44,D
4.5,4.5,40g乐事美国经典原味,2017/6/5 0:45,D
5.0,5.0,220g宝丰龙龟苓膏,2017/6/5 0:59,D
0.6,0.6,10g卫龙亲嘴烧香辣味,2017/6/5 3:26,D
12.0,12.0,250ml维他柠檬茶,2017/6/5 3:34,D
4.5,4.5,78g卫龙亲语,2017/6/5 7:52,D
1.6,1.6,20g咪咪虾条马来西亚风味,2017/6/5 7:59,D
3.0,3.0,可口可乐（500ml）,2017/6/5 8:25,D
3.5,3.5,东鹏特饮,2017/6/5 9:01,D
4.0,4.0,阿萨姆奶茶,2017/6/5 9:16,D
4.5,4.5,250ml燕塘红枣牛奶,2017/6/5 10:36,D
6.5,6.5,70g乐事薯片原味,2017/6/5 10:37,D
4.0,4.0,阿萨姆奶茶,2017/6/5 11:00,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/5 11:58,D
4.0,4.0,阿萨姆奶茶,2017/6/5 12:02,D
3.0,3.0,统一冰红茶,2017/6/5 12:08,D
5.0,5.0,145ml旺仔牛奶盒装,2017/6/5 12:16,D
3.0,3.0,统一冰红茶,2017/6/5 12:26,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/5 12:27,D
3.0,3.0,统一绿茶,2017/6/5 12:39,D
1.8,1.8,32g卫龙亲嘴烧,2017/6/5 12:48,D
3.0,3.0,统一绿茶,2017/6/5 13:19,D
4.5,4.5,250ML东鹏特饮,2017/6/5 13:29,D
6.0,6.0,370g泰奇八宝粥,2017/6/5 13:37,D
4.0,4.0,150g健能酸奶原味,2017/6/5 13:39,D
4.0,4.0,脉动,2017/6/5 13:40,D
4.0,4.0,阿萨姆奶茶,2017/6/5 14:29,D
3.0,3.0,果粒橙,2017/6/5 14:57,D
6.0,6.0,86g合味道海鲜风味,2017/6/5 15:21,D
10.8,10.8,600ml雪碧,2017/6/5 15:34,D
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/6/5 15:35,D
1.0,1.0,香豆干,2017/6/5 16:06,D
3.0,3.0,250ml维他原味豆奶,2017/6/5 16:16,D
1.5,1.5,鸭翅,2017/6/5 16:57,D
4.0,4.0,150g健能酸奶原味,2017/6/5 16:58,D
1.0,1.0,香豆干,2017/6/5 17:38,D
3.0,3.0,250ml维他原味豆奶,2017/6/5 17:40,D
1.0,1.0,香豆干,2017/6/5 17:54,D
3.5,3.5,东鹏特饮,2017/6/5 18:17,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/6/5 18:36,D
4.0,4.0,阿萨姆奶茶,2017/6/5 18:54,D
4.5,4.5,250ML东鹏特饮,2017/6/5 19:53,D
3.0,3.0,卫龙大面筋,2017/6/5 20:05,D
1.0,1.0,香豆干,2017/6/5 21:36,D
3.5,3.5,600ml可口可乐,2017/6/5 21:56,D
3.2,3.2,20g咪咪虾条马来西亚风味,2017/6/6 6:32,D
0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/6 7:47,D
3.0,3.0,卫龙大面筋,2017/6/6 8:49,D
4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/6 10:54,D
4.5,4.5,250ml燕塘甜牛奶,2017/6/6 11:42,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/6 12:15,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/6 12:30,D
3.5,3.5,东鹏特饮,2017/6/6 12:43,D
3.0,3.0,250ml维他柠檬茶,2017/6/6 12:58,D
3.0,3.0,250ml维他原味豆奶,2017/6/6 13:27,D
6.5,6.5,70g乐事薯片（黄瓜味）,2017/6/6 13:43,D
6.5,6.5,250ml红牛,2017/6/6 14:06,D
3.5,3.5,东鹏特饮,2017/6/6 14:07,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/6/6 15:26,D
5.0,5.0,500ml统一阿萨姆奶茶,2017/6/6 15:38,D
3.0,3.0,统一绿茶,2017/6/6 16:05,D
10.0,10.0,85g统一老坛酸菜牛肉面,2017/6/6 16:30,D
0.8,0.8,20g咪咪虾条马来西亚风味,2017/6/6 18:04,D
3.0,3.0,卫龙大面筋,2017/6/6 18:46,D
2.0,2.0,怡宝纯净水,2017/6/6 18:58,D
3.0,3.0,可口可乐最新款,2017/6/6 19:08,D
4.5,4.5,250ml燕塘甜牛奶,2017/6/6 19:55,D
1.0,1.0,香豆干,2017/6/6 21:05,D
3.5,3.5,东鹏特饮,2017/6/6 21:44,D
10.0,10.0,口味王槟榔（绿）,2017/6/6 22:01,D
2.0,2.0,怡宝纯净水,2017/6/6 22:48,D
3.5,3.5,东鹏特饮,2017/6/6 22:49,D
6.0,6.0,107g出前一丁桶面酱香牛肉王,2017/6/7 1:05,D
6.0,6.0,红牛,2017/6/7 4:30,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/7 4:33,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/7 5:47,D
6.0,6.0,红牛,2017/6/7 7:42,D
9.0,9.0,68g好丽友巧克力派2枚,2017/6/7 7:48,D
3.0,3.0,统一冰红茶,2017/6/7 7:48,D
9.0,9.0,80g香飘飘椰果奶茶原味,2017/6/7 7:58,D
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/7 8:47,D
2.0,2.0,怡宝纯净水,2017/6/7 9:41,D
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/7 11:33,D
3.0,3.0,250ml维他奶巧克力味,2017/6/7 12:48,D
7.0,7.0,145g果王迷你山楂包装,2017/6/7 13:58,D
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/6/7 14:06,D
1.0,1.0,香豆干,2017/6/7 15:05,D
5.5,5.5,85g统一老坛酸菜牛肉面,2017/6/7 15:35,D
4.8,4.8,2g韩国海牌海苔,2017/6/7 16:13,D
1.0,1.0,香豆干,2017/6/7 16:38,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/7 16:44,D
1.0,1.0,香豆干,2017/6/7 17:42,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/7 17:56,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/7 18:03,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/6/7 18:07,D
2.0,2.0,怡宝纯净水,2017/6/7 18:08,D
4.5,4.5,45g双汇泡面拍挡,2017/6/7 18:33,D
2.0,2.0,怡宝纯净水,2017/6/7 18:47,D
3.0,3.0,印尼芝士威化饼干,2017/6/7 18:50,D
3.0,3.0,印尼芝士威化饼干,2017/6/7 18:51,D
1.5,1.5,40g双汇玉米热狗肠,2017/6/7 18:56,D
5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/6/7 19:34,D
3.0,3.0,250ml维他柠檬茶,2017/6/7 19:56,D
5.5,5.5,205g伊利安慕希原味,2017/6/7 20:32,D
6.0,6.0,红牛,2017/6/7 21:04,D
4.5,4.5,好吃点,2017/6/7 21:36,D
3.0,3.0,雪碧330ml,2017/6/7 22:10,D
