应付金额,实际金额,商品,支付时间,地点
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/28 12:27,B
1.8,1.8,600ml雪碧,2017/4/28 13:36,B
2.5,2.5,145ml旺仔牛奶盒装,2017/4/28 14:11,B
3.8,3.8,110g顺宝九制话梅,2017/4/28 14:12,B
1.2,1.2,手撕素肉排,2017/4/28 14:34,B
3.5,3.5,东鹏特饮,2017/4/28 14:35,B
3.0,3.0,维他奶,2017/4/28 14:36,B
6.0,6.0,红牛,2017/4/28 14:37,B
4.0,4.0,银鹭八宝粥,2017/4/28 14:52,B
3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/4/28 15:33,B
5.0,5.0,脉动,2017/4/28 15:39,B
3.0,3.0,怡宝纯净水,2017/4/28 17:57,B
2.5,2.5,500ml恒大冰泉矿泉水,2017/4/28 18:05,B
3.0,3.0,怡宝纯净水,2017/4/28 18:16,B
3.0,3.0,怡宝纯净水,2017/4/28 18:23,B
3.0,3.0,12g劲仔小鱼麻辣味,2017/4/28 20:13,B
3.5,3.5,可口可乐330ml,2017/4/28 20:29,B
3.0,3.0,可口可乐最新款,2017/4/28 21:01,B
7.0,7.0,130g果王玉带蚕豆,2017/4/28 22:18,B
4.0,4.0,王老吉（罐）,2017/4/28 23:40,B
3.0,3.0,怡宝纯净水,2017/4/28 23:43,B
10.0,10.0,口味王槟榔（绿）,2017/4/29 0:15,B
2.0,2.0,30g无穷农场盐_鸡蛋,2017/4/29 2:06,B
3.0,3.0,600ml可口可乐,2017/4/29 2:28,B
3.5,3.5,34g公仔迷你杯风味排骨味,2017/4/29 2:40,B
4.5,4.5,78g卫龙亲嘴语辣条,2017/4/29 2:41,B
5.0,5.0,110g顺宝九制话梅,2017/4/29 5:14,B
5.0,5.0,王老吉（500ml）,2017/4/29 8:50,B
3.0,3.0,怡宝纯净水,2017/4/29 8:56,B
3.0,3.0,怡宝纯净水,2017/4/29 10:01,B
3.0,3.0,怡宝纯净水,2017/4/29 11:32,B
4.0,4.0,果粒橙,2017/4/29 11:56,B
3.0,3.0,250ml维他奶巧克力味,2017/4/29 12:05,B
3.0,3.0,卫龙大面筋,2017/4/29 12:06,B
5.0,5.0,脉动,2017/4/29 12:26,B
3.5,3.5,伊利纯牛奶,2017/4/29 13:19,B
1.8,1.8,20g马来西亚风味咪咪蟹味粒0219,2017/4/29 13:36,B
3.0,3.0,怡宝纯净水,2017/4/29 16:02,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/4/29 16:27,B
3.0,3.0,怡宝纯净水,2017/4/29 16:27,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/29 17:22,B
5.0,5.0,营养快线,2017/4/29 17:35,B
4.5,4.5,40g乐事薯片黄瓜味,2017/4/29 17:53,B
4.0,4.0,阿萨姆奶茶,2017/4/29 17:53,B
5.5,5.5,70g乐事薯片（原味）,2017/4/29 17:56,B
7.0,7.0,合味道（海鲜风味）,2017/4/29 17:57,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/29 18:16,B
6.0,6.0,86g合味道海鲜风味,2017/4/29 18:21,B
4.0,4.0,营养快线,2017/4/29 18:23,B
1.5,1.5,香脆肠,2017/4/29 19:24,B
0.0,0.0,370g泰奇八宝粥,2017/4/29 19:35,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/29 20:41,B
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/29 21:54,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/29 23:28,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/4/29 23:32,B
3.0,3.0,百事可乐500ml,2017/4/30 2:38,B
4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/4/30 4:00,B
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/30 6:44,B
3.0,3.0,百事可乐500ml,2017/4/30 10:48,B
1.5,1.5,40g双汇玉米热狗肠,2017/4/30 11:35,B
3.5,3.5,伊利纯牛奶,2017/4/30 11:36,B
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/4/30 11:37,B
3.0,3.0,怡宝纯净水,2017/4/30 11:54,B
3.5,3.5,统一绿茶,2017/4/30 12:14,B
2.5,2.5,30g元朗小蛋卷,2017/4/30 12:26,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/30 14:16,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/4/30 14:49,B
3.0,3.0,怡宝纯净水,2017/4/30 16:10,B
3.0,3.0,伊利优酸乳,2017/4/30 16:42,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/30 16:43,B
4.5,4.5,营养快线,2017/4/30 16:54,B
3.0,3.0,可口可乐最新款,2017/4/30 17:11,B
3.0,3.0,250ml维他柠檬茶,2017/4/30 19:02,B
2.0,2.0,鸭翅,2017/4/30 19:12,B
2.5,2.5,250ml维他柠檬茶,2017/4/30 19:39,B
3.5,3.5,可口可乐330ml,2017/4/30 19:50,B
3.0,3.0,怡宝纯净水,2017/4/30 20:13,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/30 20:20,B
2.0,2.0,怡宝纯净水,2017/4/30 20:26,B
4.0,4.0,阿萨姆奶茶,2017/5/1 0:03,B
20.0,20.0,145ml旺仔牛奶盒装,2017/5/1 0:30,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/1 0:52,B
4.0,4.0,450ml美汁源果粒橙,2017/5/1 0:59,B
4.5,4.5,40g呀土豆番茄酱味,2017/5/1 1:00,B
4.5,4.5,250ml燕塘甜牛奶,2017/5/1 2:06,B
1.5,1.5,45g双汇泡面拍挡,2017/5/1 2:27,B
3.0,3.0,250ml维他柠檬茶,2017/5/1 2:28,B
1.2,1.2,手撕素肉排,2017/5/1 5:33,B
3.0,3.0,可口可乐（500ml）,2017/5/1 5:38,B
4.0,4.0,阿萨姆奶茶,2017/5/1 5:39,B
3.0,3.0,250ml维他柠檬茶,2017/5/1 8:01,B
3.5,3.5,东鹏特饮,2017/5/1 8:01,B
6.0,6.0,86g合味道海鲜风味,2017/5/1 12:39,B
2.0,2.0,145ml旺仔牛奶盒装,2017/5/1 12:43,B
2.0,2.0,鸭翅,2017/5/1 14:20,B
3.0,3.0,怡宝纯净水,2017/5/1 15:15,B
2.0,2.0,85g新麦潮北海道吐司,2017/5/1 15:59,B
4.5,4.5,40g双汇玉米热狗肠,2017/5/1 16:10,B
2.0,2.0,怡宝纯净水,2017/5/1 17:55,B
3.0,3.0,12g劲仔小鱼卤香味,2017/5/1 19:22,B
7.0,7.0,合味道（海鲜风味）,2017/5/1 21:34,B
7.0,7.0,红牛,2017/5/1 21:35,B
4.5,4.5,40g乐事美国经典原味,2017/5/1 21:37,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/5/1 22:00,B
6.5,6.5,250ml红牛,2017/5/1 22:25,B
2.5,2.5,34g公仔迷你杯牛肉味,2017/5/1 22:46,B
3.0,3.0,250ml维他原味豆奶,2017/5/2 0:21,B
3.0,3.0,250ml维他柠檬茶,2017/5/2 7:49,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/2 10:38,B
6.5,6.5,250ml红牛,2017/5/2 14:17,B
3.5,3.5,东鹏特饮,2017/5/2 14:45,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/2 14:55,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/2 15:09,B
2.0,2.0,怡宝纯净水,2017/5/2 16:14,B
2.0,2.0,鸭翅,2017/5/2 16:16,B
1.5,1.5,香脆肠,2017/5/2 16:17,B
6.0,6.0,安慕希酸奶,2017/5/2 16:22,B
0.0,0.0,32g卫龙亲嘴烧,2017/5/2 22:15,B
5.0,5.0,30g无穷农场盐_鸡蛋,2017/5/2 23:16,B
2.5,2.5,无穷农场盐_鸡蛋,2017/5/3 0:08,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/3 0:09,B
7.0,7.0,160g盼盼手撕面包,2017/5/3 0:22,B
5.0,5.0,480ml小茗同学冷泡青柠红茶,2017/5/3 0:23,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/3 7:37,B
9.0,9.0,78g卫龙亲嘴语辣条,2017/5/3 7:51,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/3 7:55,B
5.0,5.0,110g顺宝九制话梅,2017/5/3 7:59,B
4.8,4.8,诗竹竹纤维面巾纸,2017/5/3 8:22,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/3 13:20,B
0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017/5/3 15:15,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/3 16:21,B
3.0,3.0,250ml维他原味豆奶,2017/5/3 16:23,B
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/5/3 16:39,B
4.0,4.0,脉动,2017/5/3 16:55,B
10.0,10.0,口味王槟榔（绿）,2017/5/3 18:02,B
6.0,6.0,250ml红牛,2017/5/3 21:28,B
4.0,4.0,统一冰红茶,2017/5/3 23:46,B
5.0,5.0,86g合味道海鲜风味,2017/5/4 10:06,B
3.0,3.0,40g双汇玉米热狗肠,2017/5/4 15:56,B
4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/5/4 17:04,B
2.0,2.0,怡宝纯净水,2017/5/4 18:06,B
3.0,3.0,150g健能酸奶原味,2017/5/4 18:38,B
2.5,2.5,雪碧330ml,2017/5/4 18:44,B
3.0,3.0,55g奥利奥原味芝士饼干,2017/5/4 18:57,B
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/4 21:38,B
4.0,4.0,脉动,2017/5/4 21:47,B
4.5,4.5,600ml脉动青柠,2017/5/5 0:04,B
3.2,3.2,2g韩国海牌海苔,2017/5/5 0:25,B
0.5,0.5,10g卫龙亲嘴烧香辣味,2017/5/5 8:51,B
1.0,1.0,10g卫龙亲嘴烧香辣味,2017/5/5 10:27,B
10.0,10.0,30g无穷农场盐_鸡蛋,2017/5/5 11:51,B
4.0,4.0,果粒橙,2017/5/5 11:52,B
4.0,4.0,王老吉（罐）,2017/5/5 12:31,B
3.5,3.5,600ml雪碧,2017/5/5 13:38,B
4.5,4.5,40g乐事薯片黄瓜味,2017/5/5 14:53,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/5/5 14:54,B
5.0,5.0,王老吉（500ml）,2017/5/5 15:35,B
2.0,2.0,85g新麦潮北海道吐司,2017/5/5 16:04,B
8.0,8.0,80g四洲粟一烧烧烤味,2017/5/5 17:44,B
5.5,5.5,430g泰奇八宝粥,2017/5/5 17:50,B
5.5,5.5,103g康师傅红烧牛肉面,2017/5/5 18:04,B
3.0,3.0,250ml维他原味豆奶,2017/5/5 19:02,B
3.5,3.5,维他原味豆奶,2017/5/5 19:59,B
4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/5/6 0:29,B
24.0,24.0,86g合味道海鲜风味,2017/5/6 0:47,B
6.5,6.5,91g徐福记凤梨酥,2017/5/6 4:55,B
3.0,3.0,怡宝纯净水,2017/5/6 12:17,B
4.5,4.5,78g卫龙亲嘴语辣条,2017/5/6 13:19,B
3.5,3.5,600ml可口可乐,2017/5/6 15:07,B
3.5,3.5,250ml燕塘原味酸奶,2017/5/6 15:35,B
3.5,3.5,可口可乐330ml,2017/5/6 15:35,B
3.0,3.0,55g奥利奥原味芝士饼干,2017/5/6 15:41,B
3.5,3.5,600ml可口可乐,2017/5/6 18:17,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/6 19:55,B
3.5,3.5,东鹏特饮,2017/5/6 23:07,B
4.0,4.0,20g咪咪虾条马来西亚风味,2017/5/7 8:54,B
4.5,4.5,250ml燕塘原味酸奶,2017/5/7 9:55,B
4.5,4.5,40g乐事薯片黄瓜味,2017/5/7 10:56,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/7 12:04,B
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/7 13:31,B
6.0,6.0,86g合味道海鲜风味,2017/5/7 13:49,B
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/7 14:35,B
3.2,3.2,2g韩国海牌海苔,2017/5/7 15:36,B
10.8,10.8,32g卫龙亲嘴烧,2017/5/7 17:55,B
3.0,3.0,统一冰红茶,2017/5/7 17:55,B
2.0,2.0,85g新麦潮北海道吐司,2017/5/7 18:01,B
4.5,4.5,52g旺旺仙贝,2017/5/7 18:02,B
4.0,4.0,营养快线,2017/5/7 18:07,B
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/5/7 18:08,B
3.0,3.0,伊利优酸乳,2017/5/7 18:11,B
3.5,3.5,东鹏特饮,2017/5/7 18:33,B
3.5,3.5,东鹏特饮,2017/5/7 20:42,B
5.0,5.0,营养快线,2017/5/8 0:07,B
12.0,12.0,85g新麦潮北海道吐司,2017/5/8 4:37,B
4.0,4.0,美汁源果粒橙,2017/5/8 7:50,B
0.0,0.0,250ml红牛,2017/5/8 7:54,B
6.0,6.0,40g双汇玉米热狗肠,2017/5/8 7:55,B
4.0,4.0,85g统一老坛酸菜牛肉面,2017/5/8 10:52,B
6.0,6.0,250ml维他柠檬茶,2017/5/8 12:27,B
6.5,6.5,100g果王咸柑桔罐装,2017/5/8 19:40,B
6.5,6.5,430g泰奇八宝粥,2017/5/8 22:48,B
2.5,2.5,145ml旺仔牛奶盒装,2017/5/8 22:50,B
5.0,5.0,500ml统一阿萨姆奶茶,2017/5/8 23:11,B
5.5,5.5,205g伊利安慕希原味,2017/5/9 2:01,B
19.5,19.5,250ml红牛,2017/5/9 2:36,B
9.0,9.0,50g马赛克手撕鱿鱼条,2017/5/9 2:40,B
3.0,3.0,统一绿茶,2017/5/9 2:40,B
3.5,3.5,王老吉（罐）,2017/5/9 2:42,B
1.5,1.5,香豆干,2017/5/9 2:46,B
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/9 7:44,B
4.8,4.8,诗竹竹纤维面巾纸,2017/5/9 8:37,B
4.0,4.0,王老吉（500ml）,2017/5/9 9:30,B
4.5,4.5,180ml雀巢咖啡罐装,2017/5/9 10:13,B
6.5,6.5,70g乐事薯片黄瓜味,2017/5/9 12:03,B
3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/5/9 12:11,B
1.8,1.8,32g卫龙亲嘴烧川香味,2017/5/9 12:22,B
3.0,3.0,百事可乐500ml,2017/5/9 12:22,B
4.5,4.5,12g劲仔小鱼麻辣味,2017/5/9 12:25,B
5.0,5.0,营养快线,2017/5/9 13:24,B
1.8,1.8,32g卫龙亲嘴烧,2017/5/9 15:33,B
6.0,6.0,86g合味道海鲜风味,2017/5/9 18:01,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/9 18:55,B
2.5,2.5,250ml维他奶巧克力味,2017/5/9 19:38,B
2.0,2.0,30g无穷农场盐_鸡蛋,2017/5/9 23:21,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/9 23:33,B
8.0,8.0,450ml美汁源果粒橙,2017/5/10 0:08,B
1.5,1.5,2g韩国海牌海苔,2017/5/10 0:10,B
1.5,1.5,45g双汇泡面拍挡,2017/5/10 0:41,B
1.8,1.8,32g卫龙亲嘴烧,2017/5/10 4:34,B
2.5,2.5,250ml统一麦香奶茶,2017/5/10 4:35,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/10 7:51,B
3.0,3.0,40g双汇玉米热狗肠,2017/5/10 7:52,B
2.5,2.5,250ml维他原味豆奶,2017/5/10 10:07,B
4.5,4.5,12g劲仔小鱼麻辣味,2017/5/10 10:09,B
2.0,2.0,怡宝纯净水,2017/5/10 12:16,B
5.5,5.5,205g伊利安慕希原味,2017/5/10 15:37,B
4.5,4.5,500ml营养快线原味,2017/5/10 17:17,B
13.0,13.0,250ml红牛,2017/5/10 17:22,B
2.5,2.5,250ml维他柠檬茶,2017/5/10 17:28,B
17.0,17.0,188g澳门永辉鸡仔饼,2017/5/10 17:29,B
4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/5/10 17:41,B
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/5/10 19:31,B
3.0,3.0,怡宝纯净水,2017/5/10 19:33,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/10 19:37,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/10 20:05,B
4.0,4.0,王老吉（500ml）,2017/5/10 20:45,B
7.0,7.0,130g果王玉带蚕豆,2017/5/11 3:02,B
5.5,5.5,86g合味道海鲜风味,2017/5/11 3:03,B
0.0,0.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/11 7:41,B
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/5/11 7:43,B
3.5,3.5,500ml统一冰糖雪梨,2017/5/11 7:44,B
5.0,5.0,30g无穷农场盐_鸡蛋,2017/5/11 8:19,B
3.0,3.0,百事可乐500ml,2017/5/11 9:54,B
5.5,5.5,205g伊利安慕希原味,2017/5/11 10:49,B
7.0,7.0,340ml蒙牛优益C乳酸菌,2017/5/11 17:07,B
2.0,2.0,鸭翅,2017/5/11 19:46,B
3.0,3.0,怡宝纯净水,2017/5/11 19:49,B
5.0,5.0,145ml旺仔牛奶盒装,2017/5/11 20:37,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/11 20:47,B
3.5,3.5,可口可乐330ml,2017/5/11 22:02,B
6.5,6.5,148g富甲一方紫薯仔,2017/5/11 22:12,B
4.5,4.5,40g双汇玉米热狗肠,2017/5/11 23:38,B
3.0,3.0,伊利纯牛奶,2017/5/11 23:44,B
1.8,1.8,32g卫龙亲嘴烧,2017/5/11 23:59,B
4.0,4.0,500ml统一阿萨姆奶茶,2017/5/12 0:37,B
4.0,4.0,王老吉（罐）,2017/5/12 0:37,B
3.5,3.5,250ml燕塘甜牛奶,2017/5/12 1:50,B
4.5,4.5,52g旺旺仙贝,2017/5/12 8:18,B
18.0,18.0,250ml燕塘红枣牛奶,2017/5/12 8:29,B
6.5,6.5,250ml红牛,2017/5/12 8:40,B
2.5,2.5,145ml旺仔牛奶盒装,2017/5/12 8:47,B
6.0,6.0,86g合味道浓猪骨味,2017/5/12 10:56,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/5/12 12:36,B
2.0,2.0,145ml旺仔牛奶盒装,2017/5/12 13:58,B
3.5,3.5,600ml可口可乐,2017/5/12 14:04,B
5.5,5.5,205g伊利安慕希原味,2017/5/12 14:48,B
3.0,3.0,250ml维他柠檬茶,2017/5/12 14:49,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/5/12 14:58,B
5.5,5.5,205g伊利安慕希原味,2017/5/12 16:27,B
4.0,4.0,营养快线,2017/5/12 16:29,B
4.5,4.5,600ml脉动青柠,2017/5/12 16:45,B
0.0,0.0,65g卫龙亲嘴豆皮,2017/5/13 1:47,B
5.0,5.0,600ml脉动青柠,2017/5/13 7:53,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/13 7:56,B
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/5/13 7:59,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/13 9:36,B
3.5,3.5,东鹏特饮,2017/5/13 12:06,B
2.5,2.5,145ml旺仔牛奶盒装,2017/5/13 13:32,B
4.0,4.0,150g健能酸奶原味,2017/5/13 15:34,B
4.5,4.5,营养快线,2017/5/13 16:21,B
4.5,4.5,78g卫龙亲嘴语辣条,2017/5/13 16:22,B
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/13 16:23,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/13 17:14,B
4.0,4.0,85g新麦潮北海道吐司,2017/5/13 18:04,B
5.0,5.0,48g好丽友薯愿香烤原味,2017/5/13 19:27,B
8.0,8.0,80g四洲粟一烧烧烤味,2017/5/13 19:52,B
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/13 20:51,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/13 21:44,B
2.5,2.5,250ml维他原味豆奶,2017/5/13 21:45,B
4.5,4.5,椰树牌椰汁,2017/5/13 22:49,B
3.0,3.0,可乐可乐,2017/5/13 22:50,B
4.0,4.0,145ml旺仔牛奶盒装,2017/5/14 0:34,B
1.0,1.0,45g双汇泡面拍挡,2017/5/14 1:21,B
3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/5/14 2:56,B
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/14 7:35,B
1.8,1.8,32g卫龙亲嘴烧,2017/5/14 7:36,B
6.5,6.5,91g徐福记凤梨酥,2017/5/14 11:57,B
7.5,7.5,30g无穷农场盐_鸡蛋,2017/5/14 13:31,B
12.5,12.5,100g*5瓶益力多,2017/5/14 14:32,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/14 15:08,B
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/14 15:32,B
3.0,3.0,40g双汇玉米热狗肠,2017/5/14 16:15,B
3.6,3.6,20g咪咪虾条马来西亚风味,2017/5/14 16:38,B
3.0,3.0,可口可乐（500ml）,2017/5/14 16:39,B
2.0,2.0,鸭翅,2017/5/14 16:41,B
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/5/14 17:21,B
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/14 18:06,B
3.0,3.0,85g新麦潮北海道吐司,2017/5/14 18:23,B
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/14 22:53,B
3.0,3.0,卫龙大面筋,2017/5/15 2:20,B
4.0,4.0,阿萨姆煎茶奶绿,2017/5/15 7:41,B
6.0,6.0,86g合味道海鲜风味,2017/5/15 8:42,B
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/15 11:24,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/15 11:28,B
4.5,4.5,50g上好佳日式鱼果,2017/5/15 12:25,B
12.0,12.0,86g合味道浓猪骨味,2017/5/15 13:15,B
4.5,4.5,燕塘甜牛奶,2017/5/15 14:48,B
4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/5/15 15:34,B
2.0,2.0,145ml旺仔牛奶盒装,2017/5/15 16:36,B
2.5,2.5,雪碧330ml,2017/5/15 18:29,B
3.5,3.5,东鹏特饮,2017/5/15 20:42,B
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/5/15 20:44,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/5/15 22:11,B
2.5,2.5,30g元朗小蛋卷,2017/5/15 23:22,B
3.5,3.5,东鹏特饮,2017/5/15 23:34,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/16 1:59,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/16 2:07,B
10.0,10.0,85g统一老坛酸菜牛肉面,2017/5/16 9:16,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/16 9:59,B
3.5,3.5,250ml燕塘红枣牛奶,2017/5/16 10:09,B
5.8,5.8,100g卫龙点心面黑椒牛排味,2017/5/16 12:12,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/16 12:13,B
4.0,4.0,脉动,2017/5/16 15:09,B
4.5,4.5,阿萨姆奶茶,2017/5/16 15:45,B
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/5/16 15:52,B
2.5,2.5,无穷农场盐_鸡蛋,2017/5/16 15:55,B
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/16 16:00,B
3.5,3.5,冰糖雪梨,2017/5/16 16:02,B
0.0,0.0,85g新麦潮北海道吐司,2017/5/16 21:59,B
1.8,1.8,32g卫龙亲嘴烧,2017/5/16 23:13,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/17 9:39,B
6.0,6.0,12g劲仔小鱼麻辣味,2017/5/17 9:40,B
5.0,5.0,480ml小茗同学冷泡青柠红茶,2017/5/17 10:27,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/17 10:32,B
4.0,4.0,统一冰红茶,2017/5/17 11:25,B
4.0,4.0,王老吉（罐）,2017/5/17 12:19,B
4.0,4.0,500ml统一阿萨姆奶茶,2017/5/17 12:20,B
4.0,4.0,王老吉（罐）,2017/5/17 12:20,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/5/17 12:22,B
6.5,6.5,148g富甲一方紫薯仔,2017/5/17 12:35,B
1.5,1.5,45g双汇泡面拍挡,2017/5/17 13:36,B
1.5,1.5,12g劲仔小鱼麻辣味,2017/5/17 14:03,B
4.5,4.5,250ml燕塘红枣牛奶,2017/5/17 14:15,B
4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/5/17 15:02,B
2.0,2.0,85g新麦潮北海道吐司,2017/5/17 16:46,B
4.5,4.5,250ml燕塘原味酸奶,2017/5/17 18:28,B
3.0,3.0,伊利纯牛奶,2017/5/17 20:17,B
7.0,7.0,600ml可口可乐,2017/5/17 20:45,B
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/17 20:51,B
2.5,2.5,无穷农场盐_鸡蛋,2017/5/17 20:55,B
13.0,13.0,430g泰奇八宝粥,2017/5/17 21:38,B
3.5,3.5,雪碧330ml,2017/5/18 0:48,B
1.5,1.5,香脆肠,2017/5/18 5:10,B
4.5,4.5,250ml燕塘甜牛奶,2017/5/18 7:53,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/18 8:29,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/18 8:45,B
0.8,0.8,20g咪咪虾条马来西亚风味,2017/5/18 9:24,B
0.0,0.0,110g顺宝九制话梅,2017/5/18 9:53,B
3.0,3.0,250ml维他柠檬茶,2017/5/18 10:07,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/5/18 11:55,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/18 11:56,B
3.5,3.5,250ml燕塘红枣牛奶,2017/5/18 14:34,B
5.5,5.5,乐事薯片（黄瓜味）,2017/5/18 14:54,B
5.0,5.0,48g好丽友薯愿香烤原味,2017/5/18 15:39,B
6.5,6.5,250ml红牛,2017/5/18 16:40,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/18 17:17,B
2.0,2.0,怡宝纯净水,2017/5/18 17:27,B
2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017/5/18 18:23,B
1.2,1.2,20g咪咪虾条马来西亚风味,2017/5/18 19:15,B
7.0,7.0,80g马赛克香蕉片,2017/5/18 19:18,B
7.0,7.0,340ml蒙牛优益C乳酸菌,2017/5/18 21:05,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/18 23:02,B
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/18 23:24,B
9.0,9.0,180ml雀巢咖啡罐装,2017/5/18 23:25,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/19 1:42,B
3.5,3.5,王老吉（罐）,2017/5/19 7:46,B
1.5,1.5,40g双汇玉米热狗肠,2017/5/19 7:51,B
10.0,10.0,口味王槟榔（绿）,2017/5/19 7:55,B
2.0,2.0,怡宝纯净水,2017/5/19 9:43,B
7.0,7.0,160g盼盼手撕面包,2017/5/19 9:56,B
4.5,4.5,40g呀土豆番茄酱味,2017/5/19 10:34,B
1.8,1.8,咪咪虾条马来西亚风味,2017/5/19 10:40,B
3.0,3.0,卫龙大面筋,2017/5/19 12:08,B
3.5,3.5,500ml加多宝,2017/5/19 12:14,B
3.0,3.0,印尼芝士威化饼干,2017/5/19 12:14,B
11.0,11.0,85g统一老坛酸菜牛肉面,2017/5/19 12:15,B
4.0,4.0,营养快线,2017/5/19 12:15,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/19 13:26,B
