应付金额,实际金额,商品,支付时间,地点
12.0,12.0,250ml红牛,2017/4/14 15:59,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/14 16:00,C
3.0,3.0,怡宝,2017/4/14 16:03,C
10.0,10.0,85g统一老坛酸菜牛肉面,2017/4/14 16:47,C
3.5,3.5,雪碧330ml,2017/4/14 17:10,C
2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017/4/14 17:49,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/4/14 17:51,C
4.5,4.5,阿萨姆奶茶,2017/4/14 18:41,C
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/14 19:34,C
3.0,3.0,统一冰红茶,2017/4/14 20:27,C
5.0,5.0,脉动,2017/4/14 21:10,C
5.0,5.0,脉动,2017/4/14 21:24,C
5.0,5.0,营养快线,2017/4/14 21:30,C
5.8,5.8,205ml安慕希蓝莓味,2017/4/14 21:40,C
3.5,3.5,王老吉（罐）,2017/4/14 21:40,C
33.0,33.0,205g伊利安慕希原味,2017/4/14 22:25,C
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/4/14 22:25,C
3.0,3.0,果粒橙,2017/4/14 22:25,C
4.5,4.5,脉动,2017/4/14 23:32,C
4.0,4.0,东鹏特饮,2017/4/15 4:06,C
4.5,4.5,500ml加多宝,2017/4/15 5:02,C
9.0,9.0,燕塘甜牛奶,2017/4/15 10:50,C
4.0,4.0,王老吉（罐）,2017/4/15 11:51,C
5.0,5.0,脉动,2017/4/15 12:17,C
4.5,4.5,燕塘甜牛奶,2017/4/15 15:57,C
3.0,3.0,怡宝纯净水,2017/4/15 16:09,C
3.0,3.0,怡宝,2017/4/15 16:20,C
3.5,3.5,雪碧最新款,2017/4/15 16:21,C
4.0,4.0,王老吉（罐）,2017/4/15 16:57,C
5.0,5.0,营养快线,2017/4/15 17:52,C
3.5,3.5,统一冰红茶,2017/4/15 17:53,C
5.0,5.0,阿萨姆奶茶,2017/4/15 18:13,C
3.5,3.5,维他柠檬茶,2017/4/15 19:48,C
3.0,3.0,怡宝,2017/4/15 19:51,C
5.0,5.0,王老吉（500ml）,2017/4/15 19:58,C
4.0,4.0,统一冰红茶,2017/4/15 20:43,C
11.0,11.0,205g伊利安慕希原味,2017/4/15 20:52,C
34.0,34.0,188g澳门永辉鸡仔饼,2017/4/15 20:53,C
5.0,5.0,阿萨姆奶茶,2017/4/16 1:36,C
3.0,3.0,怡宝,2017/4/16 8:08,C
10.0,10.0,脉动（青柠）,2017/4/16 8:23,C
3.5,3.5,雪碧330ml,2017/4/16 9:07,C
5.5,5.5,85g统一老坛酸菜牛肉面,2017/4/16 11:38,C
4.0,4.0,统一冰红茶,2017/4/16 11:47,C
3.0,3.0,可口可乐最新款,2017/4/16 12:02,C
3.5,3.5,可口可乐330ml,2017/4/16 12:08,C
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/16 12:09,C
4.5,4.5,阿萨姆奶茶,2017/4/16 12:29,C
1.5,1.5,香豆干,2017/4/16 12:31,C
3.0,3.0,250ml维他原味豆奶,2017/4/16 12:38,C
4.0,4.0,东鹏特饮,2017/4/16 13:03,C
5.0,5.0,脉动,2017/4/16 13:40,C
3.0,3.0,果粒橙,2017/4/16 14:52,C
3.0,3.0,伊利优酸乳,2017/4/16 14:54,C
16.0,16.0,85g统一老坛酸菜牛肉面,2017/4/16 15:13,C
7.0,7.0,泰奇八宝粥,2017/4/16 16:24,C
3.0,3.0,熊字饼,2017/4/16 16:30,C
5.0,5.0,脉动,2017/4/16 16:52,C
3.0,3.0,怡宝纯净水,2017/4/16 16:57,C
5.5,5.5,130g果王玉带蚕豆,2017/4/16 17:28,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/16 17:35,C
4.0,4.0,阿萨姆奶茶,2017/4/16 17:45,C
5.0,5.0,王老吉（500ml）,2017/4/16 17:53,C
3.0,3.0,怡宝纯净水,2017/4/16 18:05,C
5.0,5.0,脉动,2017/4/16 18:18,C
3.5,3.5,统一绿茶,2017/4/16 18:46,C
3.0,3.0,怡宝纯净水,2017/4/16 19:22,C
5.6,5.6,250ml维他原味豆奶,2017/4/16 20:59,C
5.0,5.0,王老吉（500ml）,2017/4/16 21:08,C
4.5,4.5,阿萨姆奶茶,2017/4/17 0:07,C
3.0,3.0,可口可乐最新款,2017/4/17 8:18,C
5.0,5.0,脉动,2017/4/17 8:24,C
4.5,4.5,脉动,2017/4/17 8:25,C
3.5,3.5,王老吉（罐）,2017/4/17 8:30,C
3.0,3.0,怡宝纯净水,2017/4/17 8:55,C
5.0,5.0,王老吉（500ml）,2017/4/17 9:01,C
4.0,4.0,统一冰红茶,2017/4/17 9:02,C
6.5,6.5,148g富甲一方紫薯仔,2017/4/17 10:06,C
5.0,5.0,脉动,2017/4/17 10:36,C
3.0,3.0,250ml维他柠檬茶,2017/4/17 10:38,C
4.5,4.5,600ml脉动青柠,2017/4/17 10:40,C
5.0,5.0,脉动,2017/4/17 11:40,C
4.0,4.0,统一绿茶,2017/4/17 12:01,C
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/17 12:14,C
3.0,3.0,统一冰红茶,2017/4/17 12:28,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/4/17 14:28,C
7.0,7.0,250ml燕塘原味酸奶,2017/4/17 14:57,C
3.0,3.0,40g双汇玉米热狗肠,2017/4/17 15:35,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/17 15:38,C
5.0,5.0,王老吉（500ml）,2017/4/17 15:54,C
5.0,5.0,营养快线,2017/4/17 16:25,C
5.0,5.0,阿萨姆奶茶,2017/4/17 16:53,C
4.5,4.5,阿萨姆奶茶,2017/4/17 17:27,C
2.0,2.0,双汇玉米热狗肠,2017/4/17 17:40,C
3.0,3.0,卫龙大面筋,2017/4/17 17:41,C
18.0,18.0,260g马来西亚进口茱蒂丝口口香饼干,2017/4/17 18:03,C
3.5,3.5,可口可乐330ml,2017/4/17 18:22,C
4.0,4.0,阿萨姆奶茶,2017/4/17 18:39,C
1.8,1.8,32g卫龙亲嘴烧,2017/4/17 18:40,C
4.0,4.0,阿萨姆奶茶,2017/4/17 18:41,C
4.0,4.0,统一绿茶,2017/4/17 20:06,C
3.5,3.5,统一绿茶,2017/4/17 20:12,C
7.0,7.0,85g新麦潮手撕面包（提子味）,2017/4/17 22:18,C
4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/18 1:44,C
4.5,4.5,250ml燕塘甜牛奶,2017/4/18 11:25,C
4.5,4.5,500ml营养快线原味,2017/4/18 11:51,C
3.0,3.0,怡宝,2017/4/18 12:05,C
4.5,4.5,脉动,2017/4/18 12:09,C
4.0,4.0,东鹏特饮,2017/4/18 12:12,C
5.0,5.0,脉动,2017/4/18 12:22,C
4.5,4.5,250ml燕塘原味酸奶,2017/4/18 13:26,C
4.5,4.5,营养快线,2017/4/18 13:53,C
14.0,14.0,维他原味豆奶,2017/4/18 14:28,C
4.5,4.5,脉动,2017/4/18 15:28,C
4.0,4.0,脉动,2017/4/18 15:35,C
4.5,4.5,营养快线,2017/4/18 15:38,C
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/18 15:53,C
4.5,4.5,阿萨姆奶茶,2017/4/18 16:03,C
3.0,3.0,怡宝纯净水,2017/4/18 16:04,C
6.0,6.0,160g盼盼手撕面包,2017/4/18 16:13,C
3.0,3.0,怡宝,2017/4/18 16:18,C
4.5,4.5,营养快线,2017/4/18 16:23,C
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/18 17:16,C
4.0,4.0,王老吉（罐）,2017/4/18 18:27,C
3.5,3.5,雪碧最新款,2017/4/18 18:56,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/4/18 19:51,C
4.0,4.0,东鹏特饮,2017/4/18 20:07,C
2.8,2.8,250ml维他原味豆奶,2017/4/18 20:37,C
4.0,4.0,王老吉（罐）,2017/4/18 21:12,C
5.0,5.0,无穷农场盐_鸡蛋,2017/4/18 22:18,C
3.0,3.0,统一冰红茶,2017/4/19 7:54,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/19 8:14,C
3.5,3.5,东鹏特饮,2017/4/19 8:42,C
3.0,3.0,可口可乐最新款,2017/4/19 8:57,C
7.0,7.0,600ml雪碧,2017/4/19 9:09,C
5.0,5.0,250ml统一麦香奶茶,2017/4/19 9:41,C
3.0,3.0,怡宝纯净水,2017/4/19 9:48,C
1.3,1.3,手撕素肉排,2017/4/19 12:42,C
2.5,2.5,伊利优酸乳,2017/4/19 12:44,C
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/19 13:50,C
3.0,3.0,芬达330ml,2017/4/19 14:09,C
3.0,3.0,怡宝,2017/4/19 14:19,C
2.5,2.5,伊利优酸乳,2017/4/19 15:02,C
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/19 15:41,C
10.0,10.0,225g味之不规则饼干芝士味,2017/4/19 16:33,C
4.0,4.0,尖叫,2017/4/19 17:44,C
9.0,9.0,250ml燕塘红枣牛奶,2017/4/19 17:51,C
9.0,9.0,燕塘甜牛奶,2017/4/19 18:34,C
0.8,0.8,咪咪虾条马来西亚风味,2017/4/19 18:50,C
3.5,3.5,可口可乐330ml,2017/4/19 19:27,C
4.0,4.0,东鹏特饮,2017/4/19 19:40,C
3.5,3.5,芬达330ml,2017/4/19 20:28,C
3.0,3.0,250ml维他奶巧克力味,2017/4/19 20:59,C
1.5,1.5,45g双汇泡面拍挡,2017/4/19 21:02,C
3.0,3.0,可口可乐（500ml）,2017/4/19 21:29,C
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/19 22:16,C
2.5,2.5,无穷农场盐_鸡蛋,2017/4/19 22:19,C
2.5,2.5,伊利优酸乳,2017/4/19 22:20,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/19 22:21,C
4.5,4.5,500ml加多宝,2017/4/19 23:25,C
2.5,2.5,145ml旺仔牛奶盒装,2017/4/19 23:39,C
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/4/20 1:41,C
3.0,3.0,250ml维他柠檬茶,2017/4/20 1:42,C
8.0,8.0,乐事薯片（黄瓜味）,2017/4/20 6:14,C
3.0,3.0,250ml维他原味豆奶,2017/4/20 6:23,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/20 6:24,C
1.0,1.0,迷你纸巾,2017/4/20 7:15,C
4.0,4.0,银鹭八宝粥,2017/4/20 7:55,C
4.0,4.0,美汁源果粒橙,2017/4/20 8:18,C
3.5,3.5,芬达330ml,2017/4/20 8:41,C
3.0,3.0,怡宝,2017/4/20 11:45,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/20 12:04,C
14.0,14.0,600ml雪碧,2017/4/20 12:07,C
4.5,4.5,250ml燕塘甜牛奶,2017/4/20 12:11,C
3.0,3.0,雪碧最新款,2017/4/20 12:17,C
4.0,4.0,阿萨姆奶茶,2017/4/20 13:29,C
3.0,3.0,芬达330ml,2017/4/20 13:30,C
1.0,1.0,12g劲仔小鱼麻辣味,2017/4/20 13:53,C
24.0,24.0,250ml维他原味豆奶,2017/4/20 14:09,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/4/20 14:41,C
3.0,3.0,雪碧最新款,2017/4/20 15:26,C
3.0,3.0,可口可乐最新款,2017/4/20 16:11,C
3.5,3.5,芬达330ml,2017/4/20 16:52,C
4.5,4.5,40g上好佳田园薯片番茄味,2017/4/20 17:51,C
3.0,3.0,怡宝,2017/4/20 18:01,C
3.0,3.0,芬达330ml,2017/4/20 18:42,C
3.5,3.5,东鹏特饮,2017/4/20 20:57,C
3.5,3.5,伊利纯牛奶,2017/4/20 21:09,C
5.0,5.0,脉动,2017/4/20 21:21,C
5.0,5.0,脉动,2017/4/20 21:35,C
8.0,8.0,55g奥利奥原味芝士饼干,2017/4/20 22:35,C
3.0,3.0,可口可乐330ml,2017/4/20 23:57,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/21 5:16,C
4.5,4.5,营养快线,2017/4/21 7:53,C
3.5,3.5,东鹏特饮,2017/4/21 9:54,C
2.0,2.0,5片装益达绿箭口香糖,2017/4/21 10:07,C
2.5,2.5,85g新麦潮北海道吐司,2017/4/21 11:07,C
4.0,4.0,脉动,2017/4/21 11:07,C
9.0,9.0,65g卫龙亲嘴豆皮,2017/4/21 12:04,C
4.0,4.0,东鹏特饮,2017/4/21 12:32,C
4.0,4.0,脉动,2017/4/21 12:37,C
3.0,3.0,雪碧最新款,2017/4/21 12:54,C
2.0,2.0,怡宝纯净水,2017/4/21 13:16,C
4.0,4.0,王老吉（罐）,2017/4/21 15:20,C
4.5,4.5,250ml燕塘甜牛奶,2017/4/21 15:57,C
3.5,3.5,东鹏特饮,2017/4/21 16:04,C
2.0,2.0,鸭翅,2017/4/21 16:56,C
4.0,4.0,王老吉（罐）,2017/4/21 17:14,C
2.5,2.5,500ml恒大冰泉矿泉水,2017/4/21 17:18,C
4.0,4.0,王老吉（罐）,2017/4/21 17:33,C
4.0,4.0,果粒橙,2017/4/21 17:48,C
4.5,4.5,180ml雀巢咖啡罐装,2017/4/21 18:02,C
4.0,4.0,阿萨姆奶茶,2017/4/21 18:25,C
4.8,4.8,诗竹竹纤维面巾纸,2017/4/21 18:32,C
5.0,5.0,脉动,2017/4/21 19:37,C
4.0,4.0,东鹏特饮,2017/4/21 20:25,C
3.5,3.5,78g卫龙亲嘴语辣条,2017/4/21 20:35,C
1.0,1.0,香豆干,2017/4/21 20:57,C
3.0,3.0,怡宝,2017/4/21 21:20,C
12.0,12.0,500ml加多宝,2017/4/22 0:02,C
6.0,6.0,86g合味道海鲜风味,2017/4/22 1:34,C
5.0,5.0,30g无穷农场盐_鸡蛋,2017/4/22 2:30,C
6.0,6.0,86g合味道海鲜风味,2017/4/22 8:03,C
3.5,3.5,统一冰红茶,2017/4/22 8:39,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/4/22 11:19,C
6.0,6.0,86g合味道海鲜风味,2017/4/22 11:20,C
5.0,5.0,110g顺宝九制话梅,2017/4/22 11:49,C
1.6,1.6,韩国海牌海苔,2017/4/22 12:50,C
3.0,3.0,统一绿茶,2017/4/22 12:50,C
3.0,3.0,茉莉蜜茶,2017/4/22 14:56,C
4.0,4.0,营养快线,2017/4/22 14:57,C
3.5,3.5,伊利优酸乳,2017/4/22 15:33,C
3.0,3.0,怡宝,2017/4/22 15:48,C
1.0,1.0,12g劲仔小鱼麻辣味,2017/4/22 16:23,C
2.0,2.0,怡宝纯净水,2017/4/22 16:41,C
4.5,4.5,劲仔小鱼（麻辣味）,2017/4/22 16:56,C
5.0,5.0,脉动,2017/4/22 16:58,C
9.0,9.0,40g呀土豆薯片滋香烤鸡味,2017/4/22 16:59,C
6.5,6.5,70g乐事薯片黄瓜味,2017/4/22 18:14,C
4.0,4.0,脉动,2017/4/22 18:15,C
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/4/22 18:30,C
5.0,5.0,营养快线,2017/4/22 18:48,C
2.0,2.0,鸭翅,2017/4/22 19:06,C
4.5,4.5,52g旺旺仙贝,2017/4/22 19:28,C
4.0,4.0,日式鱼果,2017/4/22 19:55,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/4/22 19:58,C
4.0,4.0,王老吉（500ml）,2017/4/22 21:28,C
7.0,7.0,80g马赛克香蕉片,2017/4/22 22:52,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/4/23 0:09,C
1.5,1.5,12g劲仔小鱼（香辣味）,2017/4/23 3:00,C
7.5,7.5,250ml王老吉盒装,2017/4/23 7:50,C
4.5,4.5,52g旺旺仙贝,2017/4/23 7:51,C
4.0,4.0,统一冰红茶,2017/4/23 9:43,C
4.0,4.0,熊字饼,2017/4/23 9:47,C
3.0,3.0,统一冰红茶,2017/4/23 10:25,C
3.0,3.0,雪碧（500ml）,2017/4/23 10:29,C
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/23 10:31,C
2.0,2.0,双汇玉米热狗肠,2017/4/23 12:14,C
3.5,3.5,600ml雪碧,2017/4/23 13:04,C
2.8,2.8,250ml维他原味豆奶,2017/4/23 13:08,C
3.5,3.5,东鹏特饮,2017/4/23 13:46,C
5.0,5.0,脉动,2017/4/23 15:02,C
4.5,4.5,乐虎,2017/4/23 15:03,C
3.5,3.5,芬达330ml,2017/4/23 16:02,C
4.0,4.0,果粒橙,2017/4/23 16:07,C
1.6,1.6,20g咪咪虾条马来西亚风味,2017/4/23 16:21,C
4.0,4.0,王老吉（罐）,2017/4/23 16:30,C
0.8,0.8,20g咪咪虾条马来西亚风味,2017/4/23 16:43,C
10.0,10.0,和成天下（黄）,2017/4/23 17:41,C
6.5,6.5,148g富甲一方紫薯仔,2017/4/23 17:48,C
2.5,2.5,无穷农场盐_鸡蛋,2017/4/23 17:54,C
2.0,2.0,鸭翅,2017/4/23 18:26,C
1.5,1.5,45g双汇泡面拍挡,2017/4/23 18:28,C
3.0,3.0,卫龙大面筋,2017/4/23 18:50,C
3.0,3.0,卫龙大面筋,2017/4/23 18:51,C
3.0,3.0,卫龙大面筋,2017/4/23 20:55,C
4.5,4.5,68g好丽友蛋黄派2枚,2017/4/23 22:13,C
3.5,3.5,可乐可乐,2017/4/23 22:18,C
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/23 22:26,C
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/23 22:44,C
3.5,3.5,维他奶（巧克力味）,2017/4/23 23:00,C
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/23 23:08,C
4.0,4.0,250ml燕塘甜牛奶,2017/4/23 23:38,C
2.0,2.0,双汇玉米热狗肠,2017/4/24 6:50,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/24 7:17,C
4.5,4.5,250ml燕塘甜牛奶,2017/4/24 7:38,C
2.5,2.5,伊利优酸乳,2017/4/24 7:46,C
11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/4/24 10:03,C
3.2,3.2,2g韩国海牌海苔,2017/4/24 11:04,C
6.0,6.0,86g合味道海鲜风味,2017/4/24 11:05,C
4.0,4.0,统一冰红茶,2017/4/24 15:43,C
4.0,4.0,统一冰红茶,2017/4/24 16:23,C
6.5,6.5,117gUFO炒面铁板色拉鱿鱼风味,2017/4/24 16:54,C
4.0,4.0,王老吉（罐）,2017/4/24 17:09,C
5.0,5.0,营养快线,2017/4/24 17:18,C
4.5,4.5,250ml燕塘原味酸奶,2017/4/24 17:25,C
3.5,3.5,伊利纯牛奶,2017/4/24 17:41,C
10.0,10.0,480ml小茗同学冷泡青柠红茶,2017/4/24 17:42,C
3.0,3.0,怡宝,2017/4/24 18:47,C
5.0,5.0,500ml统一阿萨姆奶茶,2017/4/24 19:41,C
5.0,5.0,48g好丽友薯愿香烤原味,2017/4/24 20:13,C
4.5,4.5,燕塘甜牛奶,2017/4/24 20:41,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/24 22:04,C
4.0,4.0,250ml燕塘原味酸奶,2017/4/24 22:10,C
0.0,0.0,86g合味道浓猪骨味,2017/4/24 23:47,C
4.0,4.0,奥利奥原味芝士,2017/4/25 5:38,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/25 6:24,C
2.0,2.0,怡宝纯净水,2017/4/25 6:26,C
10.0,10.0,37.5g费列罗榛果威化巧克力3颗,2017/4/25 7:50,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/25 7:51,C
4.0,4.0,东鹏特饮,2017/4/25 8:39,C
3.0,3.0,怡宝纯净水,2017/4/25 9:53,C
3.0,3.0,怡宝纯净水,2017/4/25 10:53,C
4.0,4.0,王老吉（罐）,2017/4/25 11:21,C
5.0,5.0,脉动,2017/4/25 11:41,C
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/4/25 12:04,C
3.0,3.0,250ml维他柠檬茶,2017/4/25 12:14,C
3.0,3.0,卫龙大面筋,2017/4/25 13:27,C
4.0,4.0,果粒橙,2017/4/25 13:30,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/4/25 15:39,C
3.5,3.5,维他柠檬茶,2017/4/25 16:09,C
3.0,3.0,雪碧最新款,2017/4/25 17:00,C
4.0,4.0,美汁源果粒橙,2017/4/25 17:46,C
5.0,5.0,370g泰奇八宝粥,2017/4/25 17:53,C
3.0,3.0,250ml维他柠檬茶,2017/4/25 17:54,C
3.0,3.0,卫龙大面筋,2017/4/25 19:12,C
4.5,4.5,40g乐事薯片黄瓜味,2017/4/25 19:42,C
3.5,3.5,可口可乐330ml,2017/4/25 20:03,C
11.2,11.2,250ml维他原味豆奶,2017/4/25 21:08,C
4.5,4.5,40g呀土豆番茄酱味,2017/4/25 21:55,C
1.5,1.5,45g双汇泡面拍挡,2017/4/25 22:16,C
3.0,3.0,卫龙大面筋,2017/4/25 22:18,C
4.0,4.0,日式鱼果,2017/4/26 0:09,C
4.5,4.5,250ml燕塘红枣牛奶,2017/4/26 4:46,C
8.0,8.0,85g新麦潮北海道吐司,2017/4/26 7:43,C
7.0,7.0,78g卫龙亲嘴语辣条,2017/4/26 8:11,C
4.5,4.5,600ml脉动青柠,2017/4/26 9:50,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/26 10:38,C
4.5,4.5,48g好丽友薯愿香烤原味,2017/4/26 12:11,C
1.5,1.5,劲仔小鱼（麻辣味）,2017/4/26 12:12,C
3.0,3.0,果粒橙,2017/4/26 13:58,C
7.5,7.5,雀巢咖啡,2017/4/26 14:24,C
10.0,10.0,味之不规则饼干（芝士味）,2017/4/26 14:25,C
8.0,8.0,80g四洲粟一烧烧烤味,2017/4/26 14:37,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/26 15:38,C
4.0,4.0,脉动,2017/4/26 15:48,C
4.5,4.5,250ml燕塘原味酸奶,2017/4/26 16:11,C
4.0,4.0,阿萨姆奶茶,2017/4/26 16:11,C
4.0,4.0,王老吉（罐）,2017/4/26 17:22,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/4/26 17:43,C
3.5,3.5,芬达330ml,2017/4/26 18:09,C
3.5,3.5,东鹏特饮,2017/4/26 19:36,C
1.5,1.5,12g劲仔小鱼麻辣味,2017/4/26 20:26,C
6.5,6.5,70g乐事薯片黄瓜味,2017/4/26 20:29,C
4.5,4.5,阿萨姆奶茶,2017/4/26 21:23,C
2.5,2.5,可口可乐330ml,2017/4/26 22:15,C
17.7,17.7,70g乐事薯片黄瓜味,2017/4/26 23:16,C
1.5,1.5,小鱼仔,2017/4/27 0:43,C
4.0,4.0,150g健能酸奶原味,2017/4/27 0:44,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/27 2:18,C
7.5,7.5,红牛,2017/4/27 5:28,C
6.0,6.0,40g双汇玉米热狗肠,2017/4/27 7:34,C
4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/27 8:16,C
3.0,3.0,怡宝,2017/4/27 8:31,C
3.0,3.0,85g新麦潮手撕面包（提子味）,2017/4/27 8:47,C
2.0,2.0,怡宝纯净水,2017/4/27 12:03,C
3.0,3.0,百事可乐500ml,2017/4/27 12:12,C
5.8,5.8,130g果王玉带蚕豆,2017/4/27 12:15,C
4.5,4.5,燕塘原味酸奶,2017/4/27 12:18,C
4.0,4.0,王老吉（500ml）,2017/4/27 12:33,C
4.5,4.5,脉动,2017/4/27 12:44,C
3.5,3.5,果粒橙,2017/4/27 13:04,C
3.0,3.0,卫龙大面筋,2017/4/27 13:28,C
4.5,4.5,52g旺旺仙贝,2017/4/27 14:15,C
3.5,3.5,芬达330ml,2017/4/27 14:31,C
5.0,5.0,营养快线,2017/4/27 15:39,C
4.5,4.5,500ml加多宝,2017/4/27 16:30,C
4.0,4.0,果粒橙,2017/4/27 16:33,C
2.0,2.0,145ml旺仔牛奶盒装,2017/4/27 16:43,C
6.0,6.0,86g合味道海鲜风味,2017/4/27 16:43,C
3.0,3.0,维他奶,2017/4/27 16:43,C
3.5,3.5,王老吉（罐）,2017/4/27 17:03,C
3.5,3.5,王老吉（罐）,2017/4/27 17:04,C
3.5,3.5,600ml可口可乐,2017/4/27 17:09,C
4.0,4.0,阿萨姆奶茶,2017/4/27 17:52,C
2.4,2.4,20g咪咪虾条马来西亚风味,2017/4/27 17:54,C
4.0,4.0,王老吉（罐）,2017/4/27 17:54,C
2.5,2.5,伊利纯牛奶,2017/4/27 18:21,C
3.0,3.0,怡宝纯净水,2017/4/27 18:29,C
3.0,3.0,250ml维他柠檬茶,2017/4/27 18:34,C
4.0,4.0,统一绿茶,2017/4/27 19:03,C
2.4,2.4,20g咪咪虾条马来西亚风味,2017/4/27 19:12,C
3.0,3.0,250ml维他柠檬茶,2017/4/27 19:12,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/27 19:12,C
5.0,5.0,500ml统一阿萨姆奶茶,2017/4/27 19:12,C
3.5,3.5,可乐可乐,2017/4/27 19:12,C
2.0,2.0,怡宝纯净水,2017/4/27 19:12,C
5.0,5.0,48g好丽友薯愿香烤原味,2017/4/27 20:03,C
3.5,3.5,东鹏特饮,2017/4/27 20:37,C
3.5,3.5,雪碧最新款,2017/4/27 21:37,C
3.0,3.0,统一绿茶,2017/4/27 22:13,C
3.5,3.5,王老吉（罐）,2017/4/27 22:45,C
10.0,10.0,30g元朗小蛋卷,2017/4/27 23:41,C
1.5,1.5,鸭翅,2017/4/28 0:12,C
1.5,1.5,鸭翅,2017/4/28 0:20,C
4.5,4.5,250ml燕塘红枣牛奶,2017/4/28 0:21,C
3.0,3.0,统一绿茶,2017/4/28 0:22,C
4.5,4.5,燕塘原味酸奶,2017/4/28 0:25,C
3.0,3.0,卫龙大面筋,2017/4/28 1:09,C
10.0,10.0,85g统一老坛酸菜牛肉面,2017/4/28 1:31,C
3.0,3.0,卫龙大面筋,2017/4/28 1:31,C
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/4/28 2:48,C
5.5,5.5,205g伊利安慕希原味,2017/4/28 4:34,C
18.0,18.0,260g马来西亚进口茱蒂丝口口香饼干,2017/4/28 6:28,C
3.6,3.6,32g卫龙亲嘴烧,2017/4/28 7:45,C
4.0,4.0,王老吉（罐）,2017/4/28 8:36,C
5.0,5.0,王老吉（500ml）,2017/4/28 8:51,C
0.0,0.0,600ml可口可乐,2017/4/28 8:54,C
3.0,3.0,怡宝,2017/4/28 10:04,C
5.0,5.0,营养快线,2017/4/28 10:31,C
11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/4/28 11:18,C
4.0,4.0,阿萨姆奶茶,2017/4/28 12:06,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/28 12:07,C
1.5,1.5,40g双汇玉米热狗肠,2017/4/28 12:13,C
4.5,4.5,营养快线,2017/4/28 12:17,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/28 13:02,C
3.5,3.5,芬达330ml,2017/4/28 13:23,C
3.0,3.0,果粒橙,2017/4/28 14:24,C
3.0,3.0,果粒橙,2017/4/28 14:34,C
4.0,4.0,银鹭八宝粥,2017/4/28 14:36,C
4.0,4.0,阿萨姆奶茶,2017/4/28 14:38,C
5.0,5.0,30g无穷农场盐_鸡蛋,2017/4/28 14:49,C
4.5,4.5,阿萨姆奶茶,2017/4/28 14:51,C
10.0,10.0,湘潭铺子(羽泉版),2017/4/28 17:08,C
4.0,4.0,250ml燕塘甜牛奶,2017/4/28 17:10,C
3.5,3.5,雪碧330ml,2017/4/28 17:31,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/4/28 18:30,C
3.5,3.5,芬达330ml,2017/4/28 18:37,C
